TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81
-1.75430895079149,0.2316320370606859,0.4758193735043727,0.015104338716205703,0.03693001284029433,-0.05688823672020009,-0.13131573929285426,-0.17074333949819182,0.06623768945857934,0.05610701066888279,-0.12031699842988201,-0.09652747451269865,-0.1427140273334434,0.06587115189160883,-0.009925387669809028,0.19473817121046005,-0.05110124321941111,-0.1496163627577654,0.06893986844299901,-0.04712674445644141,-0.025934927686931692,0.01555795100825196,0.048082519274264414,-0.018116005193434405,-0.0683160474602046,-0.0011395717989516887,-0.027906998476760564,-0.01572876018034504,-0.02162879857216817,-0.06041757473115202,-0.11331106919042781,0.050086195529067394,0.053487780271959495,0.03332124330733562,-0.06141411436869464,-0.10211721285691812,-0.05463696960858488,0.03314632675693554,-0.04538573152536909,0.014784365827024882,-0.055501378182200085,0.03901472347341215,-0.11008878431005688,-0.05624583188319394,0.04569479628802831,0.016055669224656417,0.005598071683810079,0.005662255304296239,0.02331875132733183,-0.044380839304673604,-0.0018009688498147873,-0.05010639854702628,0.0468897933466407,0.02004182858110258,0.06767819823101806,0.046662422726541315,-0.02739322950253859,-0.08314921416862951,0.08225326079952505,0.029880179813204125,-0.02324991433370693,-0.015303208991424247,-0.07909939565303421,-0.0970054467452408,-0.002037387154025587,-0.008108429261519882,-0.04675123993198954,0.020522989621175994,0.004037265988912841,-0.03321531587818025,0.07198393934714323,-0.016753575978743978,0.026776224476996954,-0.033578896754643865,-0.005945824415899773,-0.06559412349747276,-0.07481210105501661,0.009135672692330604,0.006253051442145189,-0.05991995819440822,-0.016246516760950243,-0.017815217746683848
-0.629508410326847,-0.7953504369307143,-0.16612819606268325,-0.09140782215978262,0.05141123064524926,0.1385050137022568,0.08652259030528629,-0.0709868982340418,-0.03588747349755588,0.07179429711079824,-0.07361203874647564,0.02174460492600105,0.02511873004437225,-0.09432989242077694,-0.011101714172782882,0.00011364561693759505,0.1637228103430034,-0.0739729848469471,0.05588609282369081,0.044791724586703094,-0.02179756061117586,0.1460141814278147,-0.07496996407449215,0.02652916780863763,-0.052976605343376115,0.00790548359949742,-0.11841214564709096,0.0504696960528237,-0.003155650187210126,0.08079410470494225,-0.022506687922591775,-0.025000700892334228,-0.014574019102698739,-0.08630268145217312,0.08684281089019308,-0.03635411906616242,-0.005229278372701266,-0.08903889098570977,-0.047032640202251313,-0.03665196764379679,0.0026998463549898007,-0.02982265354381387,-0.14101203499975404,-0.02495141949678523,-0.02600076802344115,-0.03129634614502761,-0.08602797011032524,-0.08383849233312703,-0.038712578868298535,-0.026867181932702683,0.07742804050057137,-0.014590766176151073,0.024460365571905153,0.02607647103425125,-0.01271064684866284,0.0730813192285661,-0.0072665754629739334,-0.029708412403340184,-0.01680770182138769,0.054111143084150715,-0.013990175345993328,-0.009455269640360538,0.08110571003352933,0.03024266309877294,-0.010121035698432332,0.017134357006911426,-0.03592849598399466,0.002841408366554171,0.015569696794432923,0.04739068846541399,-0.012651934995446552,0.032382875938788046,0.019956203082050164,0.06998421298864954,0.012692442960826698,0.010947323985386934,0.0437507145467894,-0.013318556789114342,0.0008866020426080121,-0.008880613986163043,-0.007515670132098151,0.015024373070550823
0.638245310984327,-0.7622651163264981,0.4198309865084353,0.010457668224118201,0.05068114391471047,-0.0864568148509981,0.12673600934052615,-0.04753474511234499,-0.007011197702976786,0.07226440356294156,-0.028544875026273876,-0.10072207609935263,0.08729856469934051,-0.13100955533392122,0.09459190229047906,-0.09523357268888631,-0.04186168840674348,-0.108600114605643,-0.0021231058045226505,-0.06939999531070774,-0.010405915715418917,0.10308368116822529,-0.04679782808741542,-0.07606272565960069,0.09791611855032617,0.038132347087899865,-0.04065468659862781,0.04616387754937612,-0.022382600949379924,0.165021750403091,0.011683428818208975,-0.035291381337905006,-0.026131441639962283,0.030601853950898525,0.10180900342358755,0.0006724857346821582,0.0030531625249651294,-0.07905934983689765,-0.09537128035356286,-0.014396907117029914,-0.025211480331511514,0.006455227134161677,-0.0616060931306428,-0.07268116990257636,0.053853219454253726,-0.08767379200468511,-0.06938539242748039,0.059994212276773366,0.034261997998062434,0.056498102544489275,-0.0003578896293398266,-0.06041295813929613,-0.007886852885916031,0.057995773279316556,-0.006795827412098559,-0.05187457733842263,-0.00047416770135776565,-0.04554115402128789,-0.06545544334859843,-0.08964007112820252,-0.0014486674121645283,-0.026646169701181905,-0.06229461976087009,0.024420786582534812,-0.0713380348747149,0.009350665768463834,-0.0275231326142906,-0.0033783459038227172,-0.012015527174095606,-0.002436551018437299,-0.016351633722859086,-0.08632122611063542,-0.04470391490853999,-0.05305115789217165,0.043988401337340714,-0.006767640443380016,-0.015860720689219034,-0.031925313068695525,-0.04344072582321661,0.0059779385892393165,0.031241706167728683,0.058348257021961766
0.085024864095449,0.22539357878580057,-0.4389771177615006,0.045582994629684556,-0.23121384040890028,-0.01959250065726748,-0.15615335864640667,-0.01217306868630369,-0.048419745511555534,0.015564762374178314,-0.04687598817276168,0.04350399973044515,0.015456411108700925,-0.03718394148421695,-0.1487656037092394,-0.004673451796934184,0.04139922177942232,0.014572348461214538,0.05380685098174368,-0.016056850815332167,0.08322601622993152,0.014185150896301431,0.15345039652434,-0.03535621029184507,0.05367063293474966,0.03305001027342075,-0.03153659423531982,-0.05571449743918783,-0.005287993574747413,-0.02178538112703409,0.007056253385275267,-0.005046734587568367,-0.09869708028084201,0.0032305249017445525,0.01963192752121708,-0.02487109693676151,-0.023483680417433782,0.039763562901922844,-0.01430405186973975,-0.06242545388775891,0.007418183545743755,0.014407299918148403,0.02881294481949565,-0.015336160930475025,0.022321429342322046,-0.005671639797884569,0.0029770024840595297,-0.05552471369124132,-0.005096255907950512,0.0010171766588654135,-0.027470887438529604,0.024117117239574007,-0.009097580883577781,0.044002833922352484,0.02419309077594712,0.028551980206334936,-0.029394225213191575,-0.01681956374586473,-0.02342691573351332,0.0027504206822638825,-0.017008829123687876,0.015881948112458466,-0.01721582289262767,-0.03020782374116217,0.04752157329609775,0.00982313003834783,-0.003275020607727274,-0.009516152062686734,0.0038923872380953184,0.014995828484200677,-0.0008974532060585329,0.005800068412262791,0.03656820143630261,-0.02470021538874718,-0.004031963961077905,0.04192042820847924,-0.0560858646602631,-0.013381418339650874,-0.022976066062773984,-0.008609523266146887,-0.04361323839390641,-0.0415434512868388
-3.33556692877411,0.24042416713388995,0.07838178989608242,-0.09231525052879655,-0.03866902938028435,-0.03344775756116488,-0.16982800280767885,-0.20531039387712302,-0.024388960296657543,-0.06287451715182973,-0.08862106638921372,-0.010946031159584806,-0.004468802116686148,0.03094647063577651,-0.05073264736460024,-0.002079305890409494,-0.054469339805147926,0.08336257103892378,-0.03914029875138733,-0.011814281667265275,0.0004882914848014467,0.005518389146749552,-0.06376570164867085,-0.0710104137264051,-0.017034133033586744,-0.09740398885407088,0.05443635797019578,0.058931833001391216,-0.0018375591789992927,0.029184733822951812,-0.019807947795732337,-0.04134033220996903,-0.05580738391196912,-0.021003087737030697,0.08962811720287711,-0.06628249959842004,0.0339074437561155,0.07055492966600037,-0.013724337177622973,-0.06105155312915233,-0.020903016952841642,-0.058442032371114096,-0.032627222007953795,-0.039882540904399376,0.04524843207274264,0.01969696810634367,0.030105764299339578,-7.443180319761698e-05,-0.01957704674086237,0.09180946743457911,-0.012568740068993722,-0.04058867766621209,-0.05174814414589162,-0.0075756722287233435,0.027162720860569183,-0.059713117579685206,0.07755922578621058,0.02463063062682296,-0.05773246831060968,0.01148015627799045,0.010648367530287722,0.03206754861634904,0.041369650472686176,-0.028538954401070588,0.015042239691627475,0.005904860955026903,0.013644665997776294,0.03650540147716017,-0.020188588027644942,-0.00350724458507036,-0.03690431780361319,0.023994210959602986,0.00043642789753589454,0.02006968115975776,-0.0010858311397415957,-0.014687910958398446,-0.03545933871887878,0.016476231890368755,0.05834020773844808,-0.018019004386064276,0.01921340379915924,-0.0005481561884118092
-0.839253719086909,-0.7764485750397861,-0.23652437492122835,0.10815811121921909,-0.33017255837022585,-0.00881954641219471,-0.009679003293976094,-0.06108695735397504,-0.0692227990015307,0.04752118931552477,-0.081247753470527,-0.13833619232261343,-0.004432497231177678,0.009276655606794158,-0.0007893755054298063,-0.10116458233133112,-0.007668566595297153,0.03487546078461367,-0.052618555437303455,-0.10204062914057366,0.03195611917685365,0.006926488912289726,-0.036432237875987476,-0.10963878762727684,-0.008235425108689978,0.043858227970979186,-0.02590289219774135,-0.01574474551041675,0.027775152916692792,0.053350695024530055,0.030662511322762577,0.023509664497368153,0.07659085807191755,0.029436336046728597,0.03228904268692254,0.11364473979761994,0.0417498967492893,0.007656080109421589,-0.008005359141216395,0.04421186873296857,-0.030774485583442063,0.01827161273305361,-0.00012072594237056099,-0.0298378364067041,-0.046564699147207816,0.04635983150991174,0.007164903904374095,-0.008496845235752518,-0.04788055152684327,-0.045566381430938496,0.050022388347551905,0.06079757605476776,0.0030054729471305996,-0.047108026320194084,0.01689497832930565,-0.0002453535084873201,0.05217292492784525,-0.03440986519844599,-0.02425288346789154,0.059044718342544746,0.04234974001091857,0.036746844571979374,-0.011625801619017974,-0.02412642268539209,0.033787052373810765,0.008332020352531758,0.052260728309269006,-0.04711382221616915,-0.017474493331575212,-0.005538445024262712,-0.003167859157747222,0.0025760922648967164,0.011267634615324627,-0.01255705277143442,-0.021265247305440865,0.04317434909074003,0.010799464317990524,0.02429351669882725,0.07318901374245347,-0.017734783592300008,-0.03637291276096022,-0.013520776982052417
0.458468272734064,0.22468639397697818,-0.1165270673080853,-0.10865992511955679,0.1158363202576236,-0.13245269091573117,0.1095825962619589,-0.23534913360651602,0.009423473650287725,0.03745842488412725,-0.16477073415310636,0.024192306444155966,-0.206812251857441,-0.061516558934188836,-0.0726408714693308,-0.08354214262093743,0.11984340190254714,0.07828877739165056,-0.057543162334066665,-0.06477917741610041,0.09583037709952674,0.021796434016212465,-0.001732234792542663,-0.0024649744252925243,0.056618203477947854,-0.057696430002258624,0.06782458538286006,-0.11661794609851946,-0.07093318069939444,-0.016820106271510458,-0.09389933497050033,0.0818782066867579,0.028760586687222436,-0.006565251294911666,-0.06245634047100573,-0.05703900022919339,-0.015683440318914905,-0.09559274255425648,0.03728421743140299,-0.06352546084368091,0.030206475531962828,-0.13941970478140742,0.012287293761634949,0.016879724563112986,0.022760488014306537,0.02470226327302283,-0.028197149503526087,-0.07009402625205526,0.0972075951477061,0.011556492302133153,4.3812325936433306e-05,0.04454160659547543,-0.019983803718366933,0.039036380829459996,0.059388766433803475,0.007531046133391925,-0.0028682606631892003,0.011605651917569093,0.016542270852139496,0.06183766564640732,0.040709630518611505,-0.04733525113423841,0.017507245909134887,-0.00893338043258179,-0.026306103785549807,0.03536858838120464,0.050733054597276304,0.010439679316973241,-0.08420473017511583,-0.03824581112861139,-0.014090769951878255,-0.016291725975278216,-0.05762195596949712,0.03009297042819408,0.0004599713067547971,0.09698899256818515,-0.01945547367099257,-0.033133168207097774,-0.024105531440809923,-0.026102337111983016,-0.01715907795938974,-0.031274438130274536
-0.552569765555599,0.21816926875131287,-0.5077025392198006,0.11424546207264644,-0.34350681679388484,0.019719234434298093,-0.17901483945036684,-0.009746897050848113,0.07853304292672005,-0.03894315375123912,-0.09193755569858114,-0.048108136912212385,0.0028866143407305805,0.03850162855053094,-0.011885935587180162,-0.0844638502998283,0.10422281614624519,0.06118328707762318,-0.03741138463740906,-0.06790408161120357,-0.08152106672905025,0.0443970958353307,-0.026754031292854863,-0.009262020083325117,-0.02219135323229009,0.019620820604199736,0.06053589911509596,-0.016036091413082952,0.037527434442774864,-0.0006861094077473312,-0.11274259655097243,0.14419241700128074,-0.007193860140220727,-0.004288613546225006,0.02810860180257445,-0.02238788447283018,-0.05459083867394589,-0.09435621583993634,0.01139228681767501,-0.11615828655321722,-0.04591019299721937,0.006106484565564512,-0.0028097431110095917,-0.02608806161012862,0.010529656552116367,-0.016710446523918787,0.06600213592427312,0.036460540103358995,0.07050144550894663,-0.02373766466882593,0.02346936847634651,0.05387565233996673,0.05599266243545724,0.016137540671975963,0.012420343804920199,-0.004115977255819739,-0.03196995444303611,0.1158668083989859,-0.047091873947819045,0.047842221619049455,-0.001248891571889224,-0.041794001422392646,0.016479905860601433,-0.002062751007582138,-0.018159534696736694,0.027642883186737383,0.030689983890068075,-0.007806198307089847,-0.0007947579095473582,-0.012604917784051572,0.04690132006412075,0.009217163421748394,-0.06667712025657056,-0.032592324190307914,0.03075395954187928,-0.007551657009018708,-0.010592675792557404,0.017316941107240903,0.0375921829009852,0.0193014062617696,0.016917519418525387,0.009850330614713187
-0.946564987391368,0.24131419833542853,-0.22899805636091408,-0.08937046133638506,-0.022710878249194676,-0.2154344968639327,-0.06981243862434255,-0.09985182576597156,-0.17623056961965058,0.0273973694946598,-0.10149414244556043,-0.07683555557947891,-0.05885221423923171,0.009221474405392997,0.19176148594661943,-0.02240667174863915,-0.034791665140996214,0.07184917782170133,-0.027769362933089525,0.0025409795159004804,-0.11287582273975978,0.03959394080475436,-0.06530943176490732,-0.06316324576420862,-0.12253459152492534,0.05803757920669507,0.015176830840122378,-0.023807281459304386,-0.014250800226203864,-0.018289507838200495,0.04633231595113128,0.018780808890359383,-0.08940866412078627,-0.05853252321766355,0.06199071033899256,-0.028010865553839037,0.024246873258519465,0.03615602035646556,-0.0011368838922446482,0.0007145479418773529,-0.04062554368103098,-0.06916570061925324,-0.03484221750263392,-0.027420872395026063,0.017467943464138845,0.035436966582624733,0.0258169291524199,-0.03447336361582095,0.07914643284504799,0.011168946598753294,0.02404582361260276,0.03008429587301582,-0.005729147903127496,-0.005666486256385949,-0.02369431746299953,-0.008595585259515587,0.007266858553139352,-0.06740776138728757,0.036137342315075587,-0.01345565619756311,-0.026237284220867435,0.022462138121198072,-0.03175612066880064,0.05923297887942243,-0.0037959812109974525,0.03394017721266522,-0.005324312268132255,0.00385877678346526,-0.018752858339352575,-0.02813195214543847,0.007742949188878541,-0.02794758837472634,-0.034083226353204786,-0.022785604596713145,0.0004557712394107889,-0.014668123783362503,0.014045642799271906,-0.012920400663622853,0.007906071063199127,-0.03423791937479899,-0.01480823048720249,0.025515472187283426
0.584929333839201,0.21991045283654814,-0.18650415790093539,-0.2777765220188138,0.3478411803730776,0.03557800056702311,-0.3155366892197988,-0.03711958666656857,0.027015959315550096,0.06951199360515159,-0.1777181448562361,-0.05715438408228984,-0.10405312551460179,0.013239071205999275,0.13318328701521123,0.03174341937466367,0.026017659087263903,0.08575639531123662,-0.011187219326498854,0.06773727993023504,-0.07539237954569986,0.09266941986052642,0.12928109528091347,-0.12548674894230227,0.1398140400696937,0.06760952509806699,0.03263691049493702,0.0007066339750658231,0.10117578183595154,-0.03142893683317002,0.03081501790524103,-0.03840378645954854,0.011792410341375417,-0.01806961253627387,-3.742502737229629e-05,-0.010557081261039098,0.049791508502813435,0.011775582897387761,0.025692419964795446,0.007752901345576906,0.09405611051051177,-0.008107470653017649,0.051919008814872984,0.04161646169817875,0.03365000778211161,-0.04232125514590585,-0.013608391134204518,-0.06444610121845351,-0.0049237598976421115,-0.03447482934773756,-0.019332789883900362,-0.02358213304861639,-0.06688398196339522,-0.03199988077685519,-0.019647342753639562,-0.016266846785877392,0.03942311821386506,-0.010549592020612706,-0.02189400473548208,-0.009238386341889879,-0.10052184939285282,-0.005464547451877858,-0.009122502012271914,0.004230064722610813,0.045037364706965524,0.07697909331120065,-0.005830297759047898,-0.029979031459881688,-0.03697654714415523,-0.007415356280155672,-0.01854398621843863,0.00592488520968322,-0.08738744341029815,-0.009797634109947032,-0.0021588131946419166,-0.01733867363680007,-0.031952701547611054,-0.022310596878075916,-0.015019106346616504,0.0302084109482558,0.0006834439647325423,0.05303941084032156
