TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32
0.0152489763573463,0.42938253944403415,0.1717371089217255,-0.02993878785330187,-0.28652610046907345,0.5332866462578438,0.11961936561867566,-0.29415822435248906,-0.04433660518522936,0.10009452689426457,0.17786652766548167,-0.550870605461221,-0.2769546609835993,-0.07930982679824868,-0.3500063059208795,-0.2302121872685994,-0.08343312093398794,0.2764756049941179,0.7143718308062913,-0.29499577887570855,0.2968854217086314,0.18164144120511017,0.14257427406780107,0.1012187197944539,0.6548781016040164,-0.07615986547252822,-0.034966972794219404,0.03749728533379107,0.2630655276215159,-0.23658659211553607,-0.20460729680808884,0.14269834599293915,-0.04139726528004869
0.0171508319673862,0.8919996047363792,0.11888596283795526,-0.34923660610524004,-0.4562733119644288,0.13523257900619298,-0.05643205872257213,-0.6711156748981225,-0.6717534930592253,-0.0684071991668097,0.31846740126086415,-0.7603102409079926,-0.21116537773447716,-0.00785058207266646,-0.13809673785127358,-0.04504830314661792,-0.11415684545924762,0.4295073120696614,0.6903035741375124,-0.3279938059546341,0.16916569246128307,0.1371888686071312,0.25876157137877404,0.02070900871408828,0.4709000802784813,0.0781011234501548,0.15425745594854995,0.11717653807707368,0.07121090376860716,-0.47207299433520156,-0.048699421178877315,-0.012908322467910101,-0.019090237445879524
0.0215125728042562,1.0852841415402932,0.20396516109660054,-0.8648144434541506,-0.6059761325503606,-0.07884038359503152,0.14123556561083195,-0.6544461107328927,-0.5491523450317678,-0.1212446332430637,0.1313785079008912,-0.7889704506590538,-0.2780230426649467,0.19926962144114269,-0.199602315256734,-0.11753575621399895,-0.3096063357964729,0.3393048861037912,0.7248624336342607,-0.16847662876959027,0.029433489511456558,0.2417230164472958,0.07184489412441454,-0.035353600811354365,0.10583163877217552,-0.03559352769188564,0.17426374693406158,-0.2529464353229797,0.1486478382533814,-0.014259797298381716,-0.08790633040082249,-0.2589969513575251,0.1732829196544147
0.0233562126500812,0.9643631497745339,0.20802914047578647,-1.0921181071979342,-0.277525520186598,0.12955346259920533,0.5671706111776753,-0.30021770811256027,0.0669625677498685,0.007832944916079262,0.0336429551744212,-0.4592328949852128,-0.47466763620037733,0.08451883841226278,-0.36662019653449035,-0.08030729599276236,-0.43475228190392073,0.37955401215650236,0.3425598369482088,-0.46034694755242916,0.062090095556982264,-0.1669488597154835,0.035672237619139194,-0.11456406095113847,0.13104680194844417,-0.05803694373264739,0.011295886827095595,-0.01050263089701118,-0.08892810300928629,0.025520235666375336,-0.10563350222189544,-0.0558252698825835,0.2108229819344518
0.0455616641763256,1.1732324782976413,0.30404549379019624,-0.9327417781682605,-0.19277100873762054,0.022025456016633874,0.7192586738667299,-0.32390154227634327,0.20783389988684264,0.22045297453573245,0.18477732259602073,-0.24590188309101374,-0.3279641859286006,0.1868920943277571,-0.06683563789298565,0.015725775871138097,-0.3698194329807519,0.320321118076037,0.11046597161051128,-0.22500000707910614,-0.027407718242391563,-0.1758951243758861,-0.05301105654421773,-0.08708618397659702,-0.12039805220454104,-0.16686488147573217,0.01138033818500417,-0.028878579035512567,0.08380518021211625,0.14114852318305005,0.05074190252634173,0.16285549783869177,-0.1396117186279492
0.0668858753704981,1.0382333966792676,0.4215584140535834,-1.137725206707249,-0.20899366771295638,0.049788100427159074,0.6570170976008487,-0.372600358218083,0.27619964072658065,0.20649479781407523,0.1630077535597247,-0.18109712075345122,-0.18022497789111291,0.2641854085857469,-0.06264545709396191,-0.06900241454197648,-0.2381777926615026,0.007115321062496966,-0.05316307956035765,-0.09802527320380244,0.14879026948749888,-0.30659149537236585,-0.32174749329214514,-0.13805750676783582,-0.32240035309537235,-0.21754166197444397,0.12140971425429685,-0.0005018460735456716,0.040785287559708415,0.5304618814001076,0.31566891865211627,0.10694463394378252,0.04518755174485847
0.0901023109950052,0.48971252978813296,0.7720045666384635,-1.2388462420356232,-0.623009226841118,0.045327220255793554,0.3833663113445872,-0.743578306182543,-0.3203395835644132,0.11312130041387619,0.15857644754571434,-0.18793401955113406,0.24778055312249644,0.4522182889796034,0.6454178043107757,-0.1852735742593264,0.0210193844053355,-0.093735424060104,0.04139559981183784,0.09687884759240592,0.06570952831439456,-0.1377347249613623,-0.3765452514438171,-0.2213702858175456,-0.3796781463087572,-0.1950720438210821,-0.2291409380820084,0.12423683216275179,0.08790027849330763,0.15869928936584413,0.3653294248452772,0.29360067573667914,-0.3967769197349256
0.108445839560347,0.4737582102298604,1.6885422731753439,-1.370812263324184,0.06906186895002621,0.7178475417405946,0.12855134914981894,-0.25366049817111924,0.2667907134764216,0.1606012999283695,-0.008215168517768585,0.03956953444387114,0.24349539687529512,0.36061296410377147,0.4943520873610546,-0.0968059153286662,-0.37658684255569397,-0.34195060658882226,0.08463841462271247,0.3230366635722829,0.18531858616193,-0.013038655579694641,-0.24357139582471588,-0.1449873367021351,-0.2677938387866339,0.18690520308458838,0.08193255901400756,-0.08187157528648067,0.0819635822152758,0.18465646689692583,0.13243774020576937,0.0782331990237659,-0.17522876844312885
0.112012722518823,0.3173950068523236,1.9874691896438197,-1.454622041439447,-0.10822228196941396,0.7477599634551344,-0.18088004324437576,-0.11433593783528921,0.2589954965053531,0.08765052326805568,-0.20857634847881948,0.2685829272623272,0.1850658098687463,0.5006922761550722,0.45318607384613846,0.006154033601388678,-0.2947074451431678,-0.34493714357107996,0.17331920138756335,0.5125329559785188,0.373744504958428,-0.030542121505563867,-0.2013657877466393,-0.13175618840552553,-0.13205270392618587,0.25490475333473517,0.00727035055496745,-0.21016107427029102,0.11658103291246993,-0.04357330098128683,0.01801771902130591,-0.3958327618930828,-0.05867764689745738
0.1357168743468,-0.4582724018514165,2.4179845945982668,-1.7035714070398817,0.2989135667582886,0.8231486229840799,-0.38776588278972446,-0.026448807832951098,-0.060291802790827125,0.19732887673329172,-0.41215333242888863,0.24155669320971437,0.2076977733126346,0.14833089744282033,0.28816214704316157,0.0623451742189547,-0.3579633756351479,0.13467614844055387,-0.2561425620500245,0.3980921115666179,0.26545799844232226,-0.11167515536363098,0.035811232775197245,-0.12497437740483591,-0.029936810287825633,0.30432290437831433,-0.09966362417672871,0.07128832111793029,-0.27666861558311384,-0.4575599954249769,-0.2699089914104791,0.06014331426219533,0.018177474670049508
