TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63
0.015261738676321,0.8050259624043453,0.4015347286490757,-0.7914124901236896,1.5556892659195605,0.7513506485350802,-1.4150364801432094,-1.6504421724924945,-0.7911651053247387,-0.501251327252415,-0.050344600824467366,1.3887933709140132,0.3241275201961362,0.043185062246341686,0.12883288576842028,-1.0783899429079775,1.1539381947880736,0.02137895549110254,-0.1386203051600675,0.519164992706406,-0.08101912194533327,0.9704373262145264,0.754637070399542,0.6757814218259824,0.2989448279745249,-0.2232003688714368,0.03638499733430592,-0.015265142903669794,-0.7326734092341739,0.47424749024276136,-0.7856465693322968,0.7273610163127325,0.3228475198631873,-0.22071763992105192,0.004509503987611277,0.6022205754478754,-0.2742917850811648,0.9707003459614356,-0.29559470010544076,0.32886443263547305,-0.4800634319194162,0.02229424286386558,0.33352250676738776,0.007252639237094772,-0.29784972474256255,-0.024381145766339332,-0.211273936440475,-0.4306094271999097,0.6225124662990071,0.36274027460037245,-0.4307208574600129,-0.022718946466931875,0.41497692904521805,0.20642593178133053,-0.4457973153413579,-0.13695909269562917,0.3961375592452119,-0.019542239396547305,-0.04209016415606504,0.1283423251836076,0.026207171767693434,-0.00301838194625388,0.5465163775223681,0.053925914402450655
0.0171651860055275,-1.0098027963250116,0.21403757857584604,-0.6173093734900085,0.7288369073140725,0.46914623311536585,-0.4231790611870739,-1.605605300572527,-0.48844170782039176,-0.9902143056755803,0.2612825014348852,1.0768950845513103,0.36131299011140877,-0.4878465152831517,-0.3776477325893965,-1.3666244540589167,0.5138504848684314,-0.1377104239848273,-0.1875685450226901,0.8319158493345402,-0.3364349420843236,-0.21857535283581211,0.3376265055891312,1.2194235635327038,-0.4248415268084588,-0.0030891396725498655,0.9146091969741219,0.43733868123907776,-0.22860398145098518,0.46475780538129996,-0.49344681590643247,1.1281937780868365,0.0742999865044531,0.0852241494087415,0.3896448101542579,0.13964643809225935,0.288630739445108,-0.541430223308275,0.11574734603604242,0.6732055506307099,-0.46018308135405595,0.4785287844474357,0.46183220177307416,0.08698248021622791,0.45641872811853534,-0.12902487988024366,0.05016969848428422,0.13040346013645437,-0.031548691995835675,-0.5033908934377794,-0.00530022667782683,0.076129169651721,0.2112521606586811,0.5603353036062046,0.056462665802729434,0.4924079041885536,-0.36648591614120535,-0.2620154653126748,-0.02761813537878839,0.1167474249218061,-0.10018710816424338,0.19610719510173252,-0.4486823504251695,0.23512514552957273
0.0215305773122087,-0.8141391113184986,1.148317645659305,-1.0773329000843397,-0.12507403564527264,-0.5005284930884871,0.545636841145615,0.07689939115689903,-0.4586474614387875,-1.2156603336898641,0.3076449949579447,0.5788130251249174,0.9600289605070691,-0.7544505001933434,-0.557861044695769,-1.5884513734137498,-0.0612310284199275,-0.9128625773120085,-0.1949597694693203,0.6501722361037486,-0.3564607844354924,-0.3993201907886618,-0.37008399541256287,0.03345946424825326,-0.8796102243562665,0.6746277794765568,0.9018689842607762,-0.4915372182401875,-0.8300956767285195,0.24056455207265867,0.530758196039053,0.24633442655207433,0.8851622404771844,-0.2506763692834621,0.49750005893713223,-0.3377386869336288,0.5003660230961138,-0.28208562759774813,-0.10215248079107737,-0.5706126134545288,0.27528687923443557,-0.10917280640863862,-0.22222325276279742,-0.03413016081361345,0.18319330106230944,-0.024673487233447946,0.2547227947902755,0.48233075966359235,-0.7895046097040772,0.2986034564539605,0.3237335039820038,-0.2061286041450814,-0.43256230987444017,-0.40473222784549795,-0.12582434254781466,-0.040035886967002325,0.24895481903896738,-0.17881096519456668,0.07631800072710707,0.18156861146724831,-0.2067348529051593,-0.6794541246395158,0.13576509226685368,-0.3126021204936819
0.0233757601547069,-2.2552076441345963,1.6458691815743607,-1.1944308612271703,-0.2886070180167984,-0.6142668064369686,1.8029507872317552,0.5508333789765738,-0.1522619938742632,-1.3618959502764998,0.1446482223074086,0.3058235242941145,0.6834833495782716,-0.9834509646194993,-0.4297858356858874,-0.5591579882428106,-0.37603692484594475,-1.086359800437828,0.22790430892677227,0.005453858317455398,-0.6723197126839382,-0.3764168160484082,-0.2723558338255932,-0.2693447524856191,-0.23263851503208072,0.48871853657158304,-0.47692623807572365,-0.42261136812998146,-0.8384778830528151,-0.19515155597247852,0.5512278053223123,-0.5183139106807672,0.44506943703681195,-0.21786078273683057,-0.4486179018954058,-0.2543047231477605,0.7160959829717887,-0.29082663105803896,0.10273093823843372,0.001446156713112957,-0.4755890473880054,0.11527430601763795,-0.003656870022145735,-0.11096977706500777,-0.16741832878060448,-0.5977751126455423,0.02095224433284029,0.254300267491577,0.2762875660628516,-0.030546205959078254,-0.3400155508049504,0.1563380022429496,0.18525684026457115,-0.04191896914283762,0.33340684722353314,-0.0563250078551947,-0.2677876588079907,0.026558413631862204,0.01207651845194604,-0.03514406823737872,0.07493028382018517,0.5522583814131082,0.31794482239049626,-0.04306951232361668
0.0455997960795833,-1.4061857132864592,2.0199584922837026,-1.8449590504848183,-0.4790158679946988,-0.8631835580317172,1.6405809331243388,0.7873942427283185,0.06192594782038782,-1.0054375194878271,-0.08699178446750491,0.9888103236453751,0.06325671802696477,-1.6146297277821708,-0.031177328296724788,-0.33861944169377534,-0.7185979850382131,-0.5906960359648697,0.11070406456016649,0.2166231228129674,-0.21376316586982613,0.5843916004618676,-0.2584085620495437,-0.5513505961529686,0.5770813664989354,0.10153595468989697,-0.41172807324169475,-0.38035822273526476,0.03832567062380928,-0.4179215362152492,0.20732556655625653,-0.3865599544483862,-0.012659477364837564,0.020567748871544955,0.09784451902635985,0.32165940441400437,-0.25660773707261064,0.16523428991727362,0.4651182777241181,-0.2726959426400922,-0.3879684479982558,0.28590549961331446,0.23533171436031924,-0.1751793816934656,-0.9069013780410736,0.14791171149240953,-0.059245225069867354,-0.3813825926548441,0.39311947826225396,0.3728252874985426,-0.3572073214726294,0.042495008951312654,-0.08556724460788048,0.1161691619639045,-0.0694634820736922,-0.13388453306089274,0.39805139248149396,0.03913612391744806,0.0018076592174404399,0.3128977412459054,0.25651578878821346,-0.033498106133553605,-0.22910831380751379,-0.01282795502945625
0.0901777202819192,-1.6390064918226348,2.3403714573065537,-3.099268045441408,0.27961911292391,-0.708968431349662,1.314352192834848,0.49047364122362497,0.00838396720224622,0.17087661676453608,-0.5847865594295893,1.3149043270775527,-0.3369269039489285,-1.4131540536606517,0.17582279215268484,0.5182413143087441,-0.6416970709438898,0.3900741088963374,0.0010215798604267044,0.34551324345600054,0.8564224567320676,0.28679114428140257,-0.30512711811896376,-0.11353798807889506,0.3293720475824821,0.2630330296035155,-0.7096949644971369,-0.0586706146351284,0.7783667223305734,0.03588437895313331,0.20344305386343675,0.17311004068365426,-0.9654485100270003,0.3661200587314977,0.01695630755519648,0.3008512065592989,-0.2945113606164061,-0.07125767555528975,0.47895896023887946,0.5557574244963733,-0.32671165791285783,-0.06841174015767508,0.08951030613893989,-0.5178887084168401,0.5678644507222372,-0.28543207850932645,0.0077692598581262364,0.2084479784303228,0.46321641005034586,0.12888459345826658,0.26809041340444856,0.2931448248798191,-0.014084069502130888,-0.031157876089366755,-0.5266547104646292,0.10445123237431071,0.08012022574561724,-0.016656003496357846,0.09549245001721295,0.1446863783467591,-0.356345729066634,-0.25918084099016186,0.216862983270636,0.18053195374211664
0.108536601088434,-0.2681989127581653,1.7888023892187346,-3.180297238999774,-0.315695231270413,-0.11179909484391685,1.0083599977773392,0.9584505644299847,0.3336497194988584,0.42469591840712884,-0.23163672620269457,1.3314689272267621,-0.6059577319577077,-0.4865156505530359,0.7569692494904144,0.7996938484991786,-0.6232654976941361,0.036700311924960635,-0.05932981541438315,0.1862400962873145,0.6913654304650602,0.43503118398464413,-0.2990113177897986,0.3133664832684971,0.023405375246288485,-0.013947818039969372,0.26404136358074637,-0.17847544604548052,0.06509136859953815,0.22332475967443752,-0.16911790893610462,0.4358403082794729,-0.649803149786361,0.16676924482089897,0.35527814832499804,0.8216292436631314,-0.40127381087555064,0.02345919831768531,0.06543916511594239,-0.40245359701335354,0.495781766810066,0.10242839490324027,0.09003704365244813,0.12316539041232384,0.7263386770017297,-0.1615435740554601,-0.039597702229662954,-0.4035824529128962,-0.08907920070496114,-0.5113794299153959,-0.01640191729124792,-0.43807049252757735,0.09585449822312109,0.19362185575891605,0.6369659602985414,0.5244289213295934,0.13772680784048333,-0.3587041131207911,0.262797208306185,-0.5340070977683027,0.15790323831817998,-0.09387478478180587,-0.17595203082103625,-0.3179866814454691
0.112106469276672,0.6591595522197227,1.1489367995908517,-3.827030245303225,-0.13252529028628815,0.25715389408949396,0.11624139075075647,0.20444485681939542,0.4571169725479266,0.49064239047813435,0.3654247328653425,1.1813704432258136,-0.5712188195303144,0.4977689560378712,0.18416306057995793,-0.03398566207612997,-0.14752866778255488,-0.07549520323417253,-0.5495749014809861,-0.17901871763325078,0.22305848958099034,0.055744444974730405,0.05538931198738764,0.7296894118506108,0.07880032604643787,-0.6340785783452733,0.5547754816311568,0.06757487262537921,0.1762185082641605,0.05374665686835674,-0.27582068966051626,-0.23031651243135562,0.46579862684300316,-0.9989868567121086,-0.6370795756567376,0.3756702562405126,0.18179279386711875,-0.4001531906165538,0.5953493142828282,-1.388273113838017,0.4131963762591019,-0.14928691823560825,0.31565427662975154,-0.37289117125120896,0.6829638701661709,0.06447328688133835,0.046414513943847095,-0.2622918822318816,-0.2640047108487904,-0.09727747959263422,-0.24420464791224492,-0.18692519549826714,0.3211384371654053,-0.1107429125891361,-0.2409056831672741,-0.6229862415702245,-0.4203138293213641,0.17215483975545923,0.008540060019044534,-0.13414521311170913,0.44205989221432807,0.2337265390189088,-0.27534841646641484,0.1927962595479788
0.135830459809855,0.2126929286326829,-2.817964791650638,-4.014664730455559,-1.1305385353305861,-0.04369729106125268,-0.17717160518968308,-0.5548961565571946,1.0173593957213838,-0.21835429604327855,1.3536674923072827,0.017743179022529774,0.8589295493562904,1.1895445513851852,0.0514317003006572,-0.5488105340916546,-0.6552053677906704,1.195722346755254,0.3429927223873044,-0.1570377007721228,-0.03656973128037664,-1.040428995625702,-0.1715104725363965,-0.11942386842541736,0.5934930696898919,-0.7121470545647024,0.2768823522520003,0.37390421401558194,0.03238589308408582,-0.14465646121169504,-0.1442253201540832,0.14625337468838936,0.02212496856294258,0.1914400679517163,-0.07697709358937165,0.22712617454889977,0.11050050186115096,-0.29361894581997117,0.107958418510795,-0.33394678092703,0.2934628632728359,0.46172665759847514,0.10856723556105324,-0.07896475629111299,-0.4447221414287992,-0.48504324834543816,-0.3618038097896752,-0.27791119281632365,0.049183515574358884,0.014958911393574052,-0.2720193447069649,-0.016651193608883254,-0.1262891195775611,0.012123208978665,0.01706100989253617,-0.06662936864294547,0.10834615220573879,0.2258778340003867,0.046565697123104724,-0.04160131833997559,-0.30004697111123046,-0.45326191409028177,-0.012454518976257807,-0.5745193611070235
0.136991595400043,0.7865417331544973,-2.807593670292876,-3.945878482401245,-0.7451220635478102,-0.049154031709334134,-0.49005651228166974,-0.9872846275498351,0.6959589374446699,-0.3821647294860298,1.2462024289584814,-0.21178765070938493,0.6059222071722296,1.2332346159308238,0.1444280194627529,-0.5214694975508544,-0.24454115135181362,1.02316442564104,1.0250805517022643,-0.6395309555360628,0.030602974164548238,-0.9569800096724699,-0.4486824138687071,-0.30035421430817827,0.3901471977698967,-0.9026546496837702,0.22813151210902394,0.20337055546963803,0.23487479079966872,-0.09184631346411098,-0.1839876155840267,-0.2988232676880952,0.056788008887891976,-0.37620251552752904,0.11034972246234204,0.010251994416712316,0.16559511965527682,-0.16312895533829436,0.12640464098222665,0.30333848221959125,0.02913804188503742,0.423241911643629,-0.27716187211810606,-0.5951774562259151,-0.15473597827116425,-0.03386634858990644,0.14311906797769253,0.261214507715433,0.5539315298498787,0.16187490939754656,0.1570979438200141,0.028766004755715214,-0.13344218789576598,0.09318126584728166,0.11722833243233116,0.12994185227163865,0.1430678342443244,-0.07654304839967496,-0.052453851902250694,0.41342699688107437,-0.09207043112420003,0.1769494969178114,0.35441439498936816,0.23675251009312592
