TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33
-1.75430895079149,0.17200468607423186,0.1297429970951678,0.07740679568482799,0.011766211103716296,0.034451700651410136,-0.21758747455335561,-0.07132928950756218,0.02723614946888693,0.0011906353783160985,-0.043100868189189144,0.012161475000995752,0.08443518993438875,-0.16350507621987564,0.06594068940397745,-0.06128152302105529,-0.042146709216338875,-0.056519135279730785,-0.12095490896434823,-0.014891680881472845,0.024326196386335715,-0.010501602269337705,-0.006869860762279217,0.03752861520965689,-0.02898720316046503,-0.08715674387807112,0.010926205049773607,-0.0015232744344570919,0.03773346264334416,-0.05859318758378222,0.0039440942648637,-0.03097837383315269,-0.07713793058283416,0.020899416957606377
-0.946564987391368,0.19361391741142236,-0.19150756882060804,-0.02934571666856325,-0.12532399414386206,-0.0773322748681143,-0.07404581669353738,-0.055283866164999765,0.05148445508134523,0.026209473361338054,0.009871794452605678,0.011423174506965011,0.061894558191031304,-0.15460534645215818,0.08360451239288705,-0.06963874361681106,-0.05481032824389862,-0.06565808197312438,-0.15814448044298646,-0.035931689950955324,0.014937023028272715,-0.00840070194483567,-0.013449397048850965,0.04310609479413448,-0.010363715817958094,-0.06533350525870343,0.0072843237472045175,-0.01787174897455376,0.03194339279234493,-0.0302721864027473,-0.012179553270051434,-0.03131455910806728,-0.04135238195318546,0.02725337070293312
-0.839253719086909,-0.7982479734944059,-0.39777981428775494,-0.14133895334720475,-0.03123296170194536,0.02376316344179339,0.05625455806591066,-0.056613703342080976,0.04575066844357564,-0.006528755563819992,0.025057464943439422,0.02570336460792003,0.010632436257920574,-0.05652007902440652,0.05987472747620129,-0.08427672826345071,-0.0782836162027565,-0.05690840251835098,-0.12184770904301677,-0.07309433867151258,-0.03754846056292967,-0.011800367476241717,-0.023044510342515166,0.044361565405415686,-0.047762163835281965,-0.026304774606142587,-0.00012169134167380018,-0.0291635811401923,0.035813557513798985,0.0018105883505507771,-0.05000276671600451,0.014146482106855967,0.025650275212175947,-0.03195475279794135
-0.629508410326847,-0.8372676330335261,-0.26922483533859964,0.1669061272427009,0.1117748329563542,0.21726628768944795,0.04136660689161171,-0.05415934226610093,-0.0527364817620489,-0.008793609275335738,0.07626107269558853,-0.00939589973542898,-0.09513286299720207,-0.022368719633911332,0.06572258746287589,-0.0837957086552269,-0.009240173159748089,-0.0035659282260763992,-0.06424730823230276,-0.11046765479875864,-0.03417581533117544,-0.023272015274239343,-0.02043117798810068,0.018544187528597576,-0.03521187206193263,-0.012208964069426329,-0.026553898280781852,-0.05841423833541477,0.03441636207766604,0.00846950972430802,-0.03635159332293705,0.012055586913826763,0.05899566752609081,-0.018716905495733058
-0.552569765555599,0.19941035766315943,-0.5486270769477033,-0.03430142367933275,0.011456831750588337,0.07738234391603431,0.08928425913145528,0.004933489650616968,-0.030769282864985613,-0.011607683814311397,0.0632150279100323,0.03149873498996448,-0.09046534289071469,-0.01911537252419951,-0.013339939042235092,-0.026222659087305516,0.05877237889593511,0.02532524515248765,-0.03897238629492039,-0.09038858795914277,0.006537609736302958,-0.056168712080695585,-0.016255774238258018,-0.007789315070599158,-0.014200332555139564,-0.009457072346758959,-0.05015497002373857,-0.0731535220723901,0.05870287995863811,-0.0052902549481873146,-0.02681544330644368,-0.01682224771387954,0.06068407707006391,0.0022153121067371557
0.085024864095449,0.2000335468588195,-0.44957253177783413,-0.04933091847440909,0.03522249273765427,0.049450590806668214,0.04725790247940071,-0.0721705779304568,-0.020283913387893426,-0.0169291562712429,0.08095130686651608,0.03637637148140615,-0.0978340029890224,-0.03303918227034621,-0.09215597769385109,-0.04895165128525876,0.06506281129698821,0.041228138629703065,0.0030575539722148344,-0.056228944544418236,0.0598946566588973,-0.10293232766676402,-0.007263736694666888,-0.051773322479719844,0.01217271648442335,-0.05752631067029352,-0.04727482570266027,-0.0413798806773671,0.019713630313703965,-0.04534674645303694,0.058337300015303295,0.009233279993354075,0.02896923081635868,0.03988168447031991
0.458468272734064,0.1819256583792383,-0.29704103265773063,0.012954899852983887,0.22913668788574834,0.15583635940046886,-0.05812019396173238,-0.13745988148352375,-0.0695558068805295,0.019040843798980137,0.05523353905451958,0.012495059273002547,-0.10213986731782507,-0.007495894155705408,-0.1172219853490097,-0.050296468661274164,0.09444000854011815,0.060120250739797855,0.025379263000080858,0.03895485335315964,0.0839078123620737,-0.06335789315693331,0.010768082514362618,-0.0686711226304751,0.00524563708895151,-0.03270336639816927,-0.017148480424228122,-0.04163771379402896,0.032319752202467494,-0.050514579116296136,0.034009494729369406,0.024224318566812002,-0.02442017589973232,0.0227648568498431
0.750610688492847,-0.7727935042635257,-0.5436257559419035,-0.32733776471336123,0.021240696845593432,0.022307305015742775,0.0490162767059306,-0.10199231985928156,-0.05302967175186166,-0.04597614843902562,0.007190522489904569,-0.0020200180895812653,-0.052361515193706756,-0.011017925272322005,-0.15822461326254458,-0.06246886032242472,0.0027252411857396344,0.04288430992030669,0.015178082386386666,0.030831900827735747,0.0713438476207752,-0.008509477507042363,0.021879973201323528,-0.03195574252906436,-0.012846408784919737,-0.03932274270121982,-0.023775892123533704,0.005690558534687448,-0.0003136257280790657,-0.01763515470295624,0.021083463850427787,0.07389204469570189,-0.028384655765206414,0.009458033331154506
0.933069430133357,0.18532910040883588,-0.24411596569567584,-0.07113372131834401,0.32245332880491445,0.11036994193503483,-0.15536628185949716,0.009415416068924544,-0.16238488300012105,0.06955092547239104,-0.07575739931490119,-0.03484746935359972,0.04493565950120811,-0.029314827419434447,-0.043314207761161384,-0.03588407977637479,-0.03799076049069296,0.12724542518193413,-0.06687088087417561,0.043768071790083636,0.09086067170407948,-0.0003276141543931038,0.044016135677531924,-0.0029868112667661485,-0.038756247565748546,0.018736140888664835,0.001282689297879691,-0.01729037900332562,0.01305723285632348,0.013435669665477093,-0.007699824274983257,-0.0064454851846348525,-0.04863457929878368,-0.02240869454016282
0.964985078500852,0.16503164271890602,-0.09049865256617481,-0.013846405524202975,0.601647586872884,-0.14171709943386118,-0.041267833684872746,0.007598004804859421,-0.10213654945866378,-0.02028707860574198,-0.08588782174135727,-0.0978307391068299,0.09400037144550519,0.09155461365836448,-0.02150788374531151,-0.0514004251030673,-0.06792571605595335,0.05604054922441338,-0.08157395567303276,0.061562794332785505,0.03651539586674871,-0.02114204496194553,0.04458142978912563,0.06739207933513391,-0.003945827713122084,-0.018244246041116886,0.009908458630517572,-0.0036504759654907024,-0.0004926355566213618,0.05413508285425577,0.018493933546530613,-0.0027285085043386344,0.028543545400318712,0.00481194418132209
